loc,xCoordinate,yCoordinate
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",136,129
"Above the Break 3_Left Side Center(LC)",-176,190
"Left Corner 3_Left Side(L)",-231,15
"Mid-Range_Left Side Center(LC)",-84,169
"Mid-Range_Right Side(R)",100,0
"Mid-Range_Left Side(L)",-84,9
"In The Paint (Non-RA)_Center(C)",-69,26
Mid-Range_Center(C),28,219
Mid-Range_Center(C),-42,177
"In The Paint (Non-RA)_Center(C)",54,36
"Above the Break 3_Right Side Center(RC)",144,200
"Restricted Area_Center(C)",24,13
"In The Paint (Non-RA)_Center(C)",1,66
"Above the Break 3_Left Side Center(LC)",-88,234
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",98,-8
"Above the Break 3_Right Side Center(RC)",98,224
"Mid-Range_Right Side(R)",174,-4
"In The Paint (Non-RA)_Center(C)",9,89
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",188,0
"Above the Break 3_Right Side Center(RC)",83,230
"In The Paint (Non-RA)_Center(C)",1,106
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Above the Break 3_Center(C)",-56,247
"In The Paint (Non-RA)_Center(C)",77,13
"In The Paint (Non-RA)_Center(C)",39,30
"Above the Break 3_Right Side Center(RC)",121,217
"Above the Break 3_Right Side Center(RC)",165,184
"Mid-Range_Right Side Center(RC)",60,165
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",212,112
"In The Paint (Non-RA)_Center(C)",7,91
"Mid-Range_Right Side Center(RC)",94,179
"Mid-Range_Right Side(R)",142,-2
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",85,146
"In The Paint (Non-RA)_Center(C)",-48,40
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side Center(LC)",-105,152
"Mid-Range_Left Side(L)",-141,-2
"Mid-Range_Left Side(L)",-147,-15
"Right Corner 3_Right Side(R)",235,13
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",94,2
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-160,-2
"Mid-Range_Left Side(L)",-126,-2
"Above the Break 3_Right Side Center(RC)",169,192
"Above the Break 3_Left Side Center(LC)",-174,179
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",79,7
"Restricted Area_Center(C)",0,0
"Left Corner 3_Left Side(L)",-233,-8
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",1,97
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",155,125
"In The Paint (Non-RA)_Center(C)",22,61
"Mid-Range_Right Side(R)",163,-15
"Above the Break 3_Center(C)",73,253
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-141,219
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-10,137
"Above the Break 3_Right Side Center(RC)",214,106
"Above the Break 3_Left Side Center(LC)",-98,222
"Mid-Range_Left Side(L)",-151,82
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",3,82
Mid-Range_Center(C),-46,188
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side Center(LC)",-122,150
"Above the Break 3_Center(C)",-10,251
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",-10,30
"Mid-Range_Right Side(R)",182,26
"Mid-Range_Right Side(R)",182,59
"Mid-Range_Left Side Center(LC)",-107,150
"Mid-Range_Right Side(R)",176,70
"Mid-Range_Right Side(R)",176,4
"In The Paint (Non-RA)_Center(C)",3,82
"Mid-Range_Right Side(R)",182,9
"Restricted Area_Center(C)",11,4
"Mid-Range_Left Side(L)",-124,61
"Mid-Range_Left Side(L)",-132,72
"Mid-Range_Left Side Center(LC)",-109,177
"Restricted Area_Center(C)",3,4
"Restricted Area_Center(C)",3,-6
"Restricted Area_Center(C)",-10,4
"Mid-Range_Left Side(L)",-82,129
"Mid-Range_Right Side(R)",142,101
"Above the Break 3_Right Side Center(RC)",193,165
"Above the Break 3_Left Side Center(LC)",-147,205
"Restricted Area_Center(C)",3,9
"Restricted Area_Center(C)",3,-6
"Restricted Area_Center(C)",-23,26
"In The Paint (Non-RA)_Center(C)",-71,-1
"Above the Break 3_Right Side Center(RC)",157,198
"Mid-Range_Left Side Center(LC)",-132,112
"Restricted Area_Center(C)",-1,4
"Restricted Area_Center(C)",-16,4
"Restricted Area_Center(C)",11,4
"Above the Break 3_Left Side Center(LC)",-147,205
"Above the Break 3_Left Side Center(LC)",-117,228
"Restricted Area_Center(C)",-1,21
"Above the Break 3_Right Side Center(RC)",169,188
"Right Corner 3_Right Side(R)",235,49
Mid-Range_Center(C),32,158
"Mid-Range_Left Side Center(LC)",-124,129
Mid-Range_Center(C),-73,141
"Restricted Area_Center(C)",3,0
"In The Paint (Non-RA)_Left Side(L)",-52,78
"Above the Break 3_Right Side Center(RC)",85,234
"Mid-Range_Right Side Center(RC)",134,112
"Above the Break 3_Left Side Center(LC)",-147,209
"Mid-Range_Right Side(R)",163,0
"Right Corner 3_Right Side(R)",228,-13
"Mid-Range_Left Side Center(LC)",-147,116
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-168,61
"In The Paint (Non-RA)_Center(C)",-16,61
"Mid-Range_Right Side(R)",184,34
"In The Paint (Non-RA)_Right Side(R)",62,85
"Mid-Range_Right Side(R)",121,40
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Right Side(R)",62,72
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-189,23
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-52,40
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-117,-13
"Restricted Area_Center(C)",0,0
"Left Corner 3_Left Side(L)",-233,-29
"Mid-Range_Right Side(R)",134,-29
Mid-Range_Center(C),24,205
"Above the Break 3_Left Side Center(LC)",-225,112
"Mid-Range_Right Side Center(RC)",142,127
"Mid-Range_Right Side(R)",169,0
"Mid-Range_Left Side(L)",-168,47
"Mid-Range_Right Side(R)",178,-2
"In The Paint (Non-RA)_Center(C)",-46,40
"Mid-Range_Right Side(R)",163,-8
"Mid-Range_Right Side(R)",163,7
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-162,72
"Mid-Range_Right Side(R)",85,106
"Mid-Range_Right Side Center(RC)",163,122
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-88,7
"Mid-Range_Right Side(R)",163,23
"Restricted Area_Center(C)",-10,34
"Mid-Range_Left Side(L)",-132,-8
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Left Side(L)",-58,78
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side Center(LC)",-132,122
"Mid-Range_Right Side Center(RC)",163,154
"Right Corner 3_Right Side(R)",228,-13
"Mid-Range_Left Side(L)",-82,7
"Mid-Range_Right Side(R)",163,17
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",205,89
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",85,13
"In The Paint (Non-RA)_Center(C)",-10,51
"Mid-Range_Right Side(R)",142,72
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-138,55
"Mid-Range_Right Side(R)",169,85
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",161,15
"In The Paint (Non-RA)_Center(C)",47,116
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Left Side(L)",-79,49
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-166,200
"Mid-Range_Left Side(L)",-151,9
"Mid-Range_Right Side(R)",89,55
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-136,15
"Mid-Range_Left Side(L)",-124,19
"In The Paint (Non-RA)_Center(C)",39,49
"Mid-Range_Right Side(R)",153,49
"Mid-Range_Right Side(R)",161,26
"Mid-Range_Left Side(L)",-101,82
"In The Paint (Non-RA)_Center(C)",3,116
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Left Side(L)",-79,26
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-124,-13
"Mid-Range_Right Side(R)",119,0
"Mid-Range_Right Side(R)",89,55
"Mid-Range_Left Side(L)",-115,19
"Mid-Range_Right Side(R)",132,9
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Right Side(R)",68,82
"In The Paint (Non-RA)_Center(C)",18,36
"Mid-Range_Right Side(R)",140,66
"In The Paint (Non-RA)_Center(C)",3,127
"In The Paint (Non-RA)_Center(C)",-29,66
"In The Paint (Non-RA)_Center(C)",-44,120
"Mid-Range_Right Side(R)",104,87
"Mid-Range_Left Side(L)",-157,26
"In The Paint (Non-RA)_Right Side(R)",77,82
"Mid-Range_Left Side(L)",-145,-13
"Mid-Range_Left Side(L)",-115,0
"Mid-Range_Left Side(L)",-166,19
"Left Corner 3_Left Side(L)",-238,9
"Restricted Area_Center(C)",11,4
"Mid-Range_Left Side(L)",-157,91
"Mid-Range_Right Side(R)",161,42
"Restricted Area_Center(C)",11,4
"Right Corner 3_Right Side(R)",247,-23
"Right Corner 3_Right Side(R)",233,53
"Mid-Range_Right Side Center(RC)",104,163
"Left Corner 3_Left Side(L)",-238,70
"Mid-Range_Left Side(L)",-178,-27
"Restricted Area_Center(C)",-1,-6
"Restricted Area_Center(C)",3,-6
"Above the Break 3_Left Side Center(LC)",-223,129
"Restricted Area_Center(C)",3,15
"In The Paint (Non-RA)_Center(C)",24,63
"Left Corner 3_Left Side(L)",-229,57
"Mid-Range_Left Side(L)",-166,53
"Mid-Range_Left Side(L)",-172,63
"Restricted Area_Center(C)",3,19
"Above the Break 3_Right Side Center(RC)",205,158
"Mid-Range_Left Side Center(LC)",-115,173
"Above the Break 3_Center(C)",24,262
"Above the Break 3_Right Side Center(RC)",191,388
"Mid-Range_Left Side Center(LC)",-130,127
"Above the Break 3_Right Side Center(RC)",176,177
"Right Corner 3_Right Side(R)",226,-21
"Mid-Range_Right Side(R)",132,49
"Mid-Range_Left Side(L)",-86,127
"Mid-Range_Left Side(L)",-130,89
"Left Corner 3_Left Side(L)",-229,0
"In The Paint (Non-RA)_Center(C)",-1,137
"Restricted Area_Center(C)",-1,34
"Mid-Range_Right Side(R)",98,106
"Mid-Range_Left Side(L)",-136,61
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",110,228
"Mid-Range_Right Side Center(RC)",140,133
"In The Paint (Non-RA)_Center(C)",3,45
"Mid-Range_Right Side(R)",165,55
"In The Paint (Non-RA)_Center(C)",18,127
"Above the Break 3_Right Side Center(RC)",146,209
"Mid-Range_Right Side Center(RC)",140,106
"Above the Break 3_Right Side Center(RC)",191,177
"In The Paint (Non-RA)_Center(C)",-8,49
"In The Paint (Non-RA)_Center(C)",11,122
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",110,222
"Mid-Range_Left Side(L)",-157,4
"Mid-Range_Right Side(R)",98,0
"In The Paint (Non-RA)_Center(C)",77,137
"Above the Break 3_Right Side Center(RC)",167,190
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",104,55
"In The Paint (Non-RA)_Center(C)",-1,61
"In The Paint (Non-RA)_Center(C)",-50,4
"Mid-Range_Right Side Center(RC)",132,99
"In The Paint (Non-RA)_Center(C)",-8,45
"Restricted Area_Center(C)",0,0
"Left Corner 3_Left Side(L)",-229,4
"Mid-Range_Right Side(R)",104,34
"In The Paint (Non-RA)_Center(C)",-1,49
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-105,112
"Mid-Range_Right Side(R)",180,-13
"In The Paint (Non-RA)_Right Side(R)",79,112
"Restricted Area_Center(C)",7,0
"Restricted Area_Center(C)",22,17
"Restricted Area_Center(C)",1,17
"In The Paint (Non-RA)_Center(C)",79,0
"In The Paint (Non-RA)_Center(C)",37,72
"Restricted Area_Center(C)",7,28
"Restricted Area_Center(C)",1,7
"In The Paint (Non-RA)_Center(C)",-18,47
"Restricted Area_Center(C)",-4,13
"Mid-Range_Left Side(L)",-176,-23
"Restricted Area_Center(C)",1,-13
"In The Paint (Non-RA)_Center(C)",37,40
"Restricted Area_Center(C)",1,23
"Mid-Range_Left Side(L)",-155,23
"Restricted Area_Center(C)",-4,7
"Above the Break 3_Center(C)",-71,236
"In The Paint (Non-RA)_Center(C)",-12,47
"In The Paint (Non-RA)_Center(C)",-4,47
"Restricted Area_Center(C)",-12,23
"Restricted Area_Center(C)",-18,17
"Restricted Area_Center(C)",7,0
"Above the Break 3_Center(C)",-71,384
"In The Paint (Non-RA)_Center(C)",22,51
"Restricted Area_Center(C)",22,0
"Mid-Range_Right Side(R)",100,7
"Mid-Range_Right Side Center(RC)",100,150
"In The Paint (Non-RA)_Center(C)",-18,47
"Restricted Area_Center(C)",-18,28
"Restricted Area_Center(C)",1,0
"In The Paint (Non-RA)_Center(C)",1,55
"Mid-Range_Left Side(L)",-98,122
"In The Paint (Non-RA)_Center(C)",1,51
"In The Paint (Non-RA)_Center(C)",7,127
"Restricted Area_Center(C)",1,28
"Restricted Area_Center(C)",-33,7
"Mid-Range_Right Side(R)",85,0
"In The Paint (Non-RA)_Center(C)",1,40
"Mid-Range_Right Side(R)",153,-13
"Restricted Area_Center(C)",-12,23
"Restricted Area_Center(C)",1,0
"Mid-Range_Left Side Center(LC)",-84,137
"In The Paint (Non-RA)_Center(C)",-12,40
"In The Paint (Non-RA)_Center(C)",79,7
"Restricted Area_Center(C)",1,-13
"In The Paint (Non-RA)_Center(C)",-18,47
"Restricted Area_Center(C)",-4,23
"Restricted Area_Center(C)",-4,0
"Mid-Range_Left Side(L)",-84,4
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-113,101
"Mid-Range_Right Side Center(RC)",129,108
"Above the Break 3_Right Side Center(RC)",188,169
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",153,163
"Above the Break 3_Right Side Center(RC)",108,213
"Above the Break 3_Center(C)",-71,234
"Restricted Area_Center(C)",0,0
Mid-Range_Center(C),-63,219
"Mid-Range_Right Side Center(RC)",138,141
"Left Corner 3_Left Side(L)",-229,15
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",85,135
Mid-Range_Center(C),-4,169
Mid-Range_Center(C),-48,186
"Above the Break 3_Center(C)",-12,245
"Mid-Range_Right Side Center(RC)",123,179
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-191,152
"Above the Break 3_Center(C)",-71,230
"Mid-Range_Right Side(R)",153,108
"Restricted Area_Center(C)",0,0
Mid-Range_Center(C),43,186
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",129,163
"In The Paint (Non-RA)_Center(C)",1,135
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",159,158
"Left Corner 3_Left Side(L)",-229,15
"Above the Break 3_Left Side Center(LC)",-141,200
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-134,200
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",167,4
"Mid-Range_Right Side Center(RC)",129,129
"Above the Break 3_Right Side Center(RC)",129,213
"Mid-Range_Right Side Center(RC)",85,141
"In The Paint (Non-RA)_Center(C)",-77,15
"Mid-Range_Right Side Center(RC)",129,129
"In The Paint (Non-RA)_Center(C)",22,101
"Mid-Range_Left Side(L)",-113,19
"Mid-Range_Left Side(L)",-170,-8
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",79,152
"In The Paint (Non-RA)_Center(C)",-77,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-42,125
"Mid-Range_Right Side(R)",188,47
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-185,-13
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-155,-2
"Mid-Range_Left Side(L)",-155,0
"In The Paint (Non-RA)_Center(C)",16,40
"Above the Break 3_Right Side Center(RC)",222,91
"Left Corner 3_Left Side(L)",-229,85
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Left Side(L)",-77,34
"Mid-Range_Right Side(R)",174,-11
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-155,4
"Mid-Range_Left Side(L)",-113,4
"Mid-Range_Right Side Center(RC)",64,158
Mid-Range_Center(C),-33,169
"Mid-Range_Right Side Center(RC)",129,97
"Above the Break 3_Left Side Center(LC)",-141,226
"Mid-Range_Left Side(L)",-141,4
"Mid-Range_Right Side Center(RC)",144,118
"Mid-Range_Left Side(L)",-113,11
"Restricted Area_Center(C)",0,0
Mid-Range_Center(C),-4,152
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",85,165
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",129,40
"Above the Break 3_Left Side Center(LC)",-98,226
"Mid-Range_Right Side Center(RC)",79,148
"Above the Break 3_Center(C)",-50,276
"Mid-Range_Right Side Center(RC)",58,152
"Mid-Range_Right Side Center(RC)",87,146
"Mid-Range_Right Side(R)",159,61
"In The Paint (Non-RA)_Center(C)",30,32
"Restricted Area_Center(C)",22,21
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",30,28
"In The Paint (Non-RA)_Center(C)",-18,49
"Above the Break 3_Center(C)",-18,241
"In The Paint (Non-RA)_Center(C)",-67,21
"Above the Break 3_Center(C)",37,245
"In The Paint (Non-RA)_Center(C)",-39,28
"Mid-Range_Right Side Center(RC)",129,160
"Mid-Range_Right Side Center(RC)",159,122
"Above the Break 3_Left Side Center(LC)",-103,222
"Mid-Range_Left Side Center(LC)",-103,146
"Mid-Range_Left Side(L)",-138,4
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",66,32
"In The Paint (Non-RA)_Center(C)",-10,49
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-4,66
"Mid-Range_Right Side(R)",203,-21
"Restricted Area_Center(C)",0,0
Mid-Range_Center(C),16,211
"Restricted Area_Center(C)",0,0
"Above the Break 3_Left Side Center(LC)",-181,177
"Mid-Range_Left Side Center(LC)",-103,146
"Mid-Range_Right Side Center(RC)",144,127
"Mid-Range_Left Side Center(LC)",-145,118
"Above the Break 3_Right Side Center(RC)",117,217
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",36,52
"Mid-Range_Right Side Center(RC)",123,146
"In The Paint (Non-RA)_Center(C)",8,44
"Above the Break 3_Right Side Center(RC)",180,190
"In The Paint (Non-RA)_Center(C)",37,49
"Mid-Range_Left Side(L)",-189,38
"Mid-Range_Right Side(R)",87,17
"Left Corner 3_Left Side(L)",-231,-11
"Mid-Range_Right Side(R)",159,4
"Restricted Area_Center(C)",-10,28
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",30,66
"Mid-Range_Right Side(R)",144,17
"In The Paint (Non-RA)_Center(C)",-31,28
"Mid-Range_Right Side(R)",117,11
"Mid-Range_Right Side Center(RC)",150,139
Mid-Range_Center(C),-10,207
"Above the Break 3_Right Side Center(RC)",203,133
"Mid-Range_Right Side(R)",125,7
"Mid-Range_Right Side Center(RC)",108,146
"In The Paint (Non-RA)_Center(C)",-52,4
"Mid-Range_Left Side(L)",-189,-15
"Mid-Range_Right Side(R)",87,21
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",9,38
"Above the Break 3_Left Side Center(LC)",-103,228
"Mid-Range_Left Side(L)",-174,-11
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-111,59
"Above the Break 3_Right Side Center(RC)",121,217
"Above the Break 3_Left Side Center(LC)",-147,200
"Mid-Range_Right Side(R)",91,106
"Mid-Range_Right Side(R)",150,82
"Above the Break 3_Center(C)",-12,251
"In The Paint (Non-RA)_Center(C)",77,19
"In The Paint (Non-RA)_Center(C)",-42,9
"Left Corner 3_Left Side(L)",-238,4
"Above the Break 3_Right Side Center(RC)",163,200
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-111,42
"In The Paint (Non-RA)_Center(C)",-48,15
"Mid-Range_Right Side(R)",136,-6
"Restricted Area_Center(C)",-33,15
"Above the Break 3_Right Side Center(RC)",184,177
"Mid-Range_Right Side Center(RC)",142,120
"Mid-Range_Left Side(L)",-168,93
"Mid-Range_Right Side Center(RC)",77,150
"Mid-Range_Left Side(L)",-176,4
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",184,87
"Above the Break 3_Center(C)",-18,245
"In The Paint (Non-RA)_Center(C)",70,19
"Mid-Range_Left Side(L)",-105,30
"Mid-Range_Left Side(L)",-117,30
"Mid-Range_Right Side(R)",85,49
"Left Corner 3_Left Side(L)",-238,36
"Mid-Range_Left Side Center(LC)",-109,120
"Restricted Area_Center(C)",-1,-4
"Mid-Range_Left Side(L)",-132,51
"Restricted Area_Center(C)",-10,4
"Mid-Range_Left Side Center(LC)",-130,181
"Restricted Area_Center(C)",37,9
"Restricted Area_Center(C)",-10,-4
"Mid-Range_Left Side(L)",-145,15
"In The Paint (Non-RA)_Center(C)",24,51
"In The Paint (Non-RA)_Center(C)",66,15
"Above the Break 3_Right Side Center(RC)",182,181
"Restricted Area_Center(C)",16,15
"In The Paint (Non-RA)_Center(C)",70,17
"Restricted Area_Center(C)",1,0
"Restricted Area_Center(C)",1,15
"Mid-Range_Left Side Center(LC)",-94,148
"Mid-Range_Left Side(L)",-183,-4
"Restricted Area_Center(C)",1,9
"Mid-Range_Left Side(L)",-136,21
"In The Paint (Non-RA)_Center(C)",45,9
"Right Corner 3_Right Side(R)",226,0
"In The Paint (Non-RA)_Center(C)",37,55
"In The Paint (Non-RA)_Center(C)",-4,55
"In The Paint (Non-RA)_Center(C)",66,4
"Mid-Range_Left Side(L)",-157,21
"Mid-Range_Right Side(R)",167,-19
"Left Corner 3_Left Side(L)",-238,-6
"Mid-Range_Left Side(L)",-101,0
"Restricted Area_Center(C)",1,26
"Right Corner 3_Right Side(R)",235,0
"Mid-Range_Left Side(L)",-136,26
"Above the Break 3_Left Side Center(LC)",-195,171
"Mid-Range_Right Side(R)",117,108
Mid-Range_Center(C),-18,141
"Restricted Area_Center(C)",-4,15
"Restricted Area_Center(C)",-1,4
"Restricted Area_Center(C)",-31,21
"Mid-Range_Left Side(L)",-124,76
"Mid-Range_Left Side Center(LC)",-147,120
"Mid-Range_Left Side(L)",-138,-11
"Mid-Range_Left Side(L)",-117,104
"Mid-Range_Right Side(R)",134,21
"In The Paint (Non-RA)_Center(C)",-73,127
"In The Paint (Non-RA)_Center(C)",-37,127
"In The Paint (Non-RA)_Center(C)",70,-4
"Restricted Area_Center(C)",-10,11
"Mid-Range_Left Side(L)",-122,91
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",157,-6
"Mid-Range_Right Side(R)",132,-21
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Left Side(L)",-56,70
"Mid-Range_Right Side Center(RC)",140,163
"Mid-Range_Left Side(L)",-153,85
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side Center(LC)",-122,163
"In The Paint (Non-RA)_Center(C)",24,55
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",132,133
"In The Paint (Non-RA)_Center(C)",66,133
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",214,120
"Restricted Area_Center(C)",0,0
"Left Corner 3_Left Side(L)",-238,68
"In The Paint (Non-RA)_Center(C)",62,0
"Mid-Range_Right Side(R)",159,76
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
Mid-Range_Center(C),28,158
"Restricted Area_Center(C)",0,0
"Mid-Range_Left Side(L)",-132,7
"In The Paint (Non-RA)_Center(C)",-35,82
"Mid-Range_Left Side Center(LC)",-149,158
"Mid-Range_Left Side(L)",-149,7
"Mid-Range_Left Side(L)",-92,122
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-4,55
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",191,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",102,144
"Mid-Range_Right Side Center(RC)",85,213
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",136,89
"Mid-Range_Right Side Center(RC)",70,171
"Mid-Range_Right Side Center(RC)",136,116
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",54,40
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",102,-6
"Mid-Range_Right Side Center(RC)",136,171
"Above the Break 3_Right Side Center(RC)",110,213
"Mid-Range_Left Side(L)",-174,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",159,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"In The Paint (Non-RA)_Center(C)",-27,76
"Restricted Area_Center(C)",3,28
"Mid-Range_Right Side(R)",85,55
"In The Paint (Non-RA)_Center(C)",-58,13
"Mid-Range_Right Side(R)",167,55
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",110,129
"Restricted Area_Center(C)",0,0
Mid-Range_Center(C),37,186
"In The Paint (Non-RA)_Center(C)",45,47
"Mid-Range_Right Side Center(RC)",167,137
"Left Corner 3_Left Side(L)",-223,-6
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",119,133
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side Center(RC)",146,154
"Restricted Area_Center(C)",0,0
"Above the Break 3_Right Side Center(RC)",182,171
"Mid-Range_Right Side(R)",104,112
"Above the Break 3_Right Side Center(RC)",176,177
"Mid-Range_Left Side(L)",-151,40
"Mid-Range_Right Side(R)",161,17
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",176,28
"Restricted Area_Center(C)",0,0
"Mid-Range_Right Side(R)",153,78
"Mid-Range_Left Side(L)",-94,-2
